datetime,value,cash,available_base,trade_type,buy_or_sell_price,received_amounts,paid_amounts,payment_commission,commission_type,buy_counts,sell_counts,stop_loss_counts,buy_and_hold
2022-04-09 07:59:59.999,611.6504635274923,611.6504635271655,1.602984411874786e-09,,,,,,,193,180,0,497.37221421443616
2022-04-09 11:59:59.999,611.6504635274949,611.6504635271655,1.602984411874786e-09,,,,,,,193,180,0,501.27508592970395
2022-04-09 15:59:59.999,611.6504635274891,611.6504635271655,1.602984411874786e-09,,,,,,,193,180,0,492.49362457035147
2022-04-09 19:59:59.999,611.6504635274924,611.6504635271655,1.602984411874786e-09,,,,,,,193,180,0,497.6161436966404
2022-04-09 23:59:59.999,611.6504635274939,611.6504635271655,1.602984411874786e-09,,,,,,,193,180,0,499.8115090364785
2022-04-10 03:59:59.999,611.0970166496414,58.203585673493535,2689.170384125233,BUY,0.2056,2689.17038412363,553.4468778536719,0.553446877853672,QUOTE,194,180,0,501.5190154119082
2022-04-10 07:59:59.999,606.794344035041,58.203585673493535,2689.170384125233,,,,,,,194,180,0,497.6161436966404
2022-04-10 11:59:59.999,608.4078462655162,58.203585673493535,2689.170384125233,,,,,,,194,180,0,499.0797205898659
2022-04-10 15:59:59.999,610.8280996112288,58.203585673493535,2689.170384125233,,,,,,,194,180,0,501.27508592970395
2022-04-10 19:59:59.999,615.1307722258293,58.203585673493535,2689.170384125233,,,,,,,194,180,0,505.17795764497174
2022-04-10 23:59:59.999,597.1133306521901,58.203585673493535,2689.170384125233,,,,,,,194,180,0,488.8346823372879
2022-04-11 03:59:59.999,586.6255661541019,58.203585673493535,2689.170384125233,,,,,,,194,180,0,479.3214325313228
2022-04-11 07:59:59.999,590.1214876534646,58.203585673493535,2689.170384125233,,,,,,,194,180,0,482.4925157999778
2022-04-11 11:59:59.999,566.2171831919374,566.2171831909484,5.232777766650543e-09,SELL,0.1891,508.01359751745485,2689.17038412,2.68917038412,BASE,194,181,0,461.0267213660051
2022-04-11 15:59:59.999,566.2171831919405,566.2171831909484,5.232777766650543e-09,,,,,,,194,181,0,462.4902982592305
2022-04-11 19:59:59.999,566.2171831919426,566.2171831909484,5.232777766650543e-09,,,,,,,194,181,0,463.46601618804743
2022-04-11 23:59:59.999,566.2171831919253,566.2171831909484,5.232777766650543e-09,,,,,,,194,181,0,455.41634327530767
2022-04-12 03:59:59.999,566.2171831919275,566.2171831909484,5.232777766650543e-09,,,,,,,194,181,0,456.3920612041246
2022-04-12 07:59:59.999,566.2171831919447,566.2171831909484,5.232777766650543e-09,,,,,,,194,181,0,464.44173411686444
2022-04-12 11:59:59.999,566.2171831919568,566.2171831909484,5.232777766650543e-09,,,,,,,194,181,0,470.05211220756183
2022-04-12 15:59:59.999,566.2171831919463,566.2171831909484,5.232777766650543e-09,,,,,,,194,181,0,465.1735225634771
