datetime,value,cash,available_base,trade_type,buy_or_sell_price,received_amounts,paid_amounts,payment_commission,commission_type,buy_counts,sell_counts,stop_loss_counts,buy_and_hold
2021-07-06 03:59:59.999,1605.3867674378894,1605.3867671117757,9.779984821989274e-09,,,,,,,99,109,0,1023.041050500092
2021-07-06 07:59:59.999,1605.386767446486,1605.3867671117757,9.779984821989274e-09,,,,,,,99,109,0,1050.0092041480025
2021-07-06 11:59:59.999,1605.3867674415765,1605.3867671117757,9.779984821989274e-09,,,,,,,99,109,0,1034.6075964901515
2021-07-06 15:59:59.999,1605.3867674425153,1605.3867671117757,9.779984821989274e-09,,,,,,,99,109,0,1037.5529238510155
2021-07-06 19:59:59.999,1605.386767441234,1605.3867671117757,9.779984821989274e-09,,,,,,,99,109,0,1033.5337792231699
2021-07-06 23:59:59.999,1605.3867674465055,1605.3867671117757,9.779984821989274e-09,,,,,,,99,109,0,1050.0705651346873
2021-07-07 03:59:59.999,1605.3867674521093,1605.3867671117757,9.779984821989274e-09,,,,,,,99,109,0,1067.650487819844
2021-07-07 07:59:59.999,1605.3867674540556,1605.3867671117757,9.779984821989274e-09,,,,,,,99,109,0,1073.7559059949683
2021-07-07 11:59:59.999,1604.779777874353,944.8124433715358,17.861574995339986,BUY,36.946,17.86157498556,660.57432374024,0.6605743237402399,QUOTE,100,109,0,1133.6135485058599
2021-07-07 15:59:59.999,1592.544599002545,944.8124433715358,17.861574995339986,,,,,,,100,109,0,1112.597410566362
2021-07-07 19:59:59.999,1615.5324460215475,944.8124433715358,17.861574995339986,,,,,,,100,109,0,1152.0832054979444
2021-07-07 23:59:59.999,1599.849983175639,944.8124433715358,17.861574995339986,,,,,,,100,109,0,1125.145732343376
2021-07-08 03:59:59.999,1598.7247039509325,944.8124433715358,17.861574995339986,,,,,,,100,109,0,1123.2128612628092
2021-07-08 07:59:59.999,1555.35889685152,915.1897958229158,18.727703859479984,BUY,34.167,0.8661288641399999,29.622647548619998,0.02962264754862,QUOTE,101,109,0,1048.751303920967
