datetime,value,cash,available_base,trade_type,buy_or_sell_price,received_amounts,paid_amounts,payment_commission,commission_type,buy_counts,sell_counts,stop_loss_counts,buy_and_hold
2021-04-24 03:59:59.999,1098.9000000000042,4.208004611427896e-09,972.8911395953999,BUY,1.12952,972.8911395953999,1099.999999995792,1.0999999999957921,QUOTE,1,0,0,1100.0
2021-04-24 07:59:59.999,1093.796796816379,1093.7967968102994,5.399897418101318e-09,SELL,1.1254,1093.7967968060914,972.89113959,0.97289113959,BASE,1,1,0,1096.4161767830583
2021-04-24 11:59:59.999,1093.6414428233086,0.938442812044741,1041.6715126085699,BUY,1.04809,1041.67151260317,1092.8583539982546,1.0928583539982546,QUOTE,2,1,0,1021.574651179262
2021-04-24 15:59:59.999,1128.9083464711994,1128.9083464619102,8.56994120113086e-09,SELL,1.08393,1127.9699036498655,1041.6715126,1.0416715126,BASE,2,2,0,1055.582017140024
2021-04-24 19:59:59.999,1128.908346471087,1128.9083464619102,8.56994120113086e-09,,,,,,,2,2,0,1042.8341242297613
2021-04-24 23:59:59.999,1126.2968042306911,0.0,1074.3723867777237,BUY,1.04971,1074.3723867691538,1128.9083464619102,1.1289083464619103,QUOTE,3,2,0,1020.9319002762235
2021-04-25 03:59:59.999,1117.723312584205,0.0,1074.3723867777237,,,,,,,3,2,0,1013.1604575394858
2021-04-25 04:01:02.802,1123.4389736818625,0.0,1074.3723867777237,,,,,,,3,2,0,1018.3414193639777
2021-04-25 11:59:59.999,1138.9838528716807,1138.9838528634837,7.72365638113115e-09,SELL,1.0612,1138.9838528634837,1074.37238677,1.0743723867700001,BASE,3,3,0,1033.5629293859338
2021-04-25 15:59:59.999,1138.9838528723458,1138.9838528634837,7.72365638113115e-09,,,,,,,3,3,0,1117.4127062823145
2021-04-25 19:59:59.999,1138.9838528717116,1138.9838528634837,7.72365638113115e-09,,,,,,,3,3,0,1037.4583894043485
2021-04-25 23:59:59.999,1138.9838528714783,1138.9838528634837,7.72365638113115e-09,,,,,,,3,3,0,1008.0476662653161
2021-04-26 03:59:59.999,1138.9838528722391,1138.9838528634837,7.72365638113115e-09,,,,,,,3,3,0,1103.973369218783
2021-04-26 07:59:59.999,1138.9838528726077,1138.9838528634837,7.72365638113115e-09,,,,,,,3,3,0,1150.426729938381
2021-04-26 11:59:59.999,1138.9838528729374,1138.9838528634837,7.72365638113115e-09,,,,,,,3,3,0,1192.0107656349599
2021-04-26 15:59:59.999,1138.9838528731675,1138.9838528634837,7.72365638113115e-09,,,,,,,3,3,0,1221.031942772151
2021-04-26 19:59:59.999,1137.9296148433948,0.08474583146858095,846.6107656338736,BUY,1.3439,846.6107656261499,1138.899107032015,1.1388991070320151,QUOTE,4,3,0,1308.874566187407
2021-04-26 23:59:59.999,1153.9305583138748,0.08474583146858095,846.6107656338736,,,,,,,4,3,0,1327.2806147744175
2021-04-27 03:59:59.999,1198.0250947868487,1198.0250947813622,3.873651621688623e-09,SELL,1.4164,1197.9403489498936,846.61076563,0.8466107656299999,BASE,4,4,0,1379.3823925207168
2021-04-27 07:59:59.999,1198.0250947867853,1198.0250947813622,3.873651621688623e-09,,,,,,,4,4,0,1363.4110064452154
2021-04-27 11:59:59.999,1198.0250947869267,1198.0250947813622,3.873651621688623e-09,,,,,,,4,4,0,1398.9570791132517
2021-04-27 15:59:59.999,1196.7427979648826,0.0,842.7172719983681,BUY,1.4202,842.7172719944945,1198.0250947813622,1.1980250947813622,QUOTE,5,4,0,1382.9856930377505
2021-04-27 19:59:59.999,1155.97795109479,1155.9779510832996,8.368147064174991e-09,SELL,1.3731,1155.9779510832996,842.71727199,0.84271727199,BASE,5,5,0,1337.2140378213753
2021-04-27 23:59:59.999,1154.8219731439578,1.176454134110827e-08,823.8724214398183,BUY,1.4017,823.8724214314501,1155.977951071535,1.1559779510715351,QUOTE,6,5,0,1365.066576953042
2021-04-28 03:59:59.999,1138.4269119573053,1.176454134110827e-08,823.8724214398183,,,,,,,6,5,0,1345.6866633614277
2021-04-28 07:59:59.999,1113.9579010405428,1.176454134110827e-08,823.8724214398183,,,,,,,6,5,0,1316.7628727246972
2021-04-28 11:59:59.999,1125.0801787299804,1.176454134110827e-08,823.8724214398183,,,,,,,6,5,0,1329.9100502868473
2021-04-28 15:59:59.999,1096.4918057060186,1.176454134110827e-08,823.8724214398183,,,,,,,6,5,0,1296.116934627098
2021-04-28 19:59:59.999,1134.3075498501064,1.176454134110827e-08,823.8724214398183,,,,,,,6,5,0,1340.8173383384092
2021-04-28 23:59:59.999,1118.4891993584617,1.176454134110827e-08,823.8724214398183,,,,,,,6,5,0,1322.1191302500176
2021-04-29 03:59:59.999,1137.9325885044416,1.176454134110827e-08,823.8724214398183,,,,,,,6,5,0,1345.1023443586655
2021-04-29 07:59:59.999,1154.6571986596698,1.176454134110827e-08,823.8724214398183,,,,,,,6,5,0,1364.8718039521211
2021-04-29 11:59:59.999,1161.0834035469004,1.176454134110827e-08,823.8724214398183,,,,,,,6,5,0,1372.4679509880302
2021-04-29 15:59:59.999,1144.6136171316373,1144.613617117983,9.818222679314204e-09,SELL,1.3907,1144.6136171062185,823.87242143,0.8238724214300001,BASE,6,6,0,1354.354061902401
2021-04-29 19:59:59.999,1144.613617131385,1144.613617117983,9.818222679314204e-09,,,,,,,6,6,0,1329.3257312840851
2021-04-29 23:59:59.999,1144.6136171317069,1144.613617117983,9.818222679314204e-09,,,,,,,6,6,0,1361.2685034350873
