Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.04.07 14:40:27;Sell;1.54;EURJPYmicro;135.256;;135.056;2022.04.07 18:28:34;135.044;;;2.64;[tp]
2022.04.07 16:25:01;Sell;1.53;EURUSDmicro;1.09270;;1.09070;2022.04.07 17:00:26;1.09071;;;3.04;[tp]
2022.04.07 12:25:21;Buy;1.57;EURJPYmicro;134.448;;134.648;2022.04.07 12:42:15;134.663;;;2.72;[tp]
2022.04.07 09:26:46;Sell;1.59;EURUSDmicro;1.09281;;1.09081;2022.04.07 10:21:33;1.09082;;;3.17;[tp]
2022.04.06 21:22:20;Buy;0.81;AUDCADmicro;0.94038;;0.94238;2022.04.07 00:57:44;0.94148;;-0.09;0.71;[tp]
2022.04.06 21:22:58;Buy;1.06;AUDUSDmicro;0.74872;;0.75074;2022.04.06 21:33:28;0.75074;;;2.14;[tp]
2022.04.06 21:09:20;Buy;0.59;AUDUSDmicro;0.75157;;0.75074;2022.04.06 21:33:28;0.75074;;;-0.49;[tp]
2022.04.05 19:22:34;Sell;1.00;AUDUSDmicro;0.75873;;;2022.04.06 21:24:12;0.74893;;-0.01;9.80;
2022.04.06 19:33:55;Sell;50.10;AUDUSDmicro;0.75344;;;2022.04.06 21:13:43;0.75120;;;112.22;
2022.04.06 21:06:01;Sell;100.00;AUDUSDmicro;0.75328;;;2022.04.06 21:13:31;0.75102;;;226.00;
2022.04.06 21:03:25;Buy;100.00;AUDUSDmicro;0.75541;;;2022.04.06 21:05:48;0.75334;;;-207.00;
2022.04.06 14:36:50;Buy;10.00;AUDUSDmicro;0.75725;;;2022.04.06 19:44:47;0.75288;;;-43.70;
2022.04.06 14:37:05;Buy;10.00;AUDUSDmicro;0.75720;;;2022.04.06 19:44:40;0.75301;;;-41.90;
2022.04.06 18:44:34;Buy;30.10;AUDUSDmicro;0.75371;;;2022.04.06 19:44:35;0.75297;;;-22.27;
2022.04.06 17:32:35;Sell;10.00;AUDUSDmicro;0.75537;;;2022.04.06 18:36:39;0.75374;;;16.30;
2022.04.06 16:58:49;Sell;2.54;EURJPYmicro;135.188;;134.988;2022.04.06 18:34:54;134.988;;;4.10;[tp]
2022.04.05 22:21:34;Sell;0.57;AUDUSDmicro;0.75778;;0.75578;2022.04.06 17:00:19;0.75578;;-0.01;1.14;[tp]
2022.04.06 16:02:39;Sell;3.69;EURJPYmicro;135.408;;135.208;2022.04.06 16:58:49;135.208;;;5.96;[tp]
2022.04.06 11:25:24;Sell;2.05;EURJPYmicro;135.127;;135.208;2022.04.06 16:58:49;135.208;;;-1.34;[tp]
2022.04.06 10:02:33;Sell;1.10;AUDCHFmicro;0.70808;;0.70610;2022.04.06 15:14:21;0.70610;;;2.34;[tp]
2022.04.05 18:45:45;Sell;0.61;AUDCHFmicro;0.70537;;0.70610;2022.04.06 15:14:21;0.70610;;-0.03;-0.48;[tp]
2022.04.05 08:56:36;Sell;1.00;GOLDmicro;1 929.88;;1 914.88;2022.04.06 14:35:12;1 920.76;;;9.12;
2022.04.05 19:24:00;Sell;6.10;AUDUSDmicro;0.75865;;;2022.04.06 14:35:07;0.75706;;-0.09;9.70;
2022.04.05 19:25:19;Sell;6.10;AUDUSDmicro;0.75868;;;2022.04.06 14:35:02;0.75706;;-0.09;9.88;
2022.04.05 19:27:04;Sell;10.10;AUDUSDmicro;0.75894;;;2022.04.06 14:34:54;0.75707;;-0.15;18.88;
2022.04.05 19:32:40;Sell;26.10;AUDUSDmicro;0.75864;;;2022.04.06 14:34:48;0.75705;;-0.38;41.49;
2022.04.05 19:54:18;Sell;26.10;AUDUSDmicro;0.75877;;;2022.04.06 14:34:38;0.75704;;-0.38;45.16;
2022.04.05 20:10:52;Sell;26.10;AUDUSDmicro;0.75952;;;2022.04.06 14:34:31;0.75700;;-0.38;65.77;
2022.04.06 10:02:35;Sell;1.08;AUDJPYmicro;94.027;;93.829;2022.04.06 11:43:03;93.829;;;1.73;[tp]
2022.04.05 18:45:34;Sell;0.60;AUDJPYmicro;93.756;;93.829;2022.04.06 11:43:03;93.829;;-0.02;-0.36;[tp]
2022.04.06 09:09:57;Buy;5.71;EURUSDmicro;1.08765;;1.09044;2022.04.06 11:25:52;1.09044;;;15.93;[tp]
2022.04.05 21:44:24;Buy;3.17;EURUSDmicro;1.09044;;1.09044;2022.04.06 11:25:52;1.09044;;-0.19;0.00;[tp]
