Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.04.07 23:42:07;Sell;0.08;AUDNZD;1.08519;1.08819;1.08319;2022.04.08 06:58:42;1.08675;-0.56;0.05;-8.59;
2022.04.08 01:50:01;Sell;0.04;EURJPY;135.035;136.714;134.722;2022.04.08 02:55:02;134.854;-0.28;;5.84;
2022.04.07 23:55:20;Sell;0.04;EURGBP;0.83222;;;2022.04.08 02:40:02;0.83172;-0.28;0.04;2.62;
2022.04.08 01:00:48;Sell;0.04;EURSGD;1.48125;;;2022.04.08 02:23:36;1.48034;-0.28;;2.67;
2022.04.07 23:34:50;Sell;0.04;EURSGD;1.48070;;;2022.04.08 02:23:36;1.48034;-0.28;0.06;1.06;
2022.04.07 23:26:29;Sell;0.08;AUDCAD;0.94161;0.94461;0.93961;2022.04.08 02:02:15;0.94140;-0.56;-0.04;1.34;
2022.04.07 23:55:55;Sell;0.16;AUDCAD;0.94175;0.94825;0.94136;2022.04.08 02:02:15;0.94135;-1.12;-0.08;5.09;[tp]
2022.04.07 23:55:34;Sell;0.04;USDCAD;1.25914;1.26264;1.25879;2022.04.08 01:58:30;1.25875;-0.28;-0.07;1.24;[tp]
2022.04.07 23:01:36;Sell;0.04;GBPCAD;1.64550;1.65198;1.64572;2022.04.08 01:53:04;1.64578;-0.28;-0.17;-0.89;
2022.04.07 23:55:35;Sell;0.04;EURAUD;1.45483;1.46433;1.45404;2022.04.08 01:44:44;1.45400;-0.28;0.01;2.49;[tp]
2022.04.07 23:46:59;Sell;0.16;EURUSD;1.08806;1.09406;1.08777;2022.04.08 01:37:45;1.08770;-1.12;0.18;5.76;[tp]
2022.04.07 23:45:54;Sell;0.04;EURUSD;1.08802;1.09644;1.08793;2022.04.08 01:22:43;1.08793;-0.28;0.04;0.36;[tp]
2022.04.07 23:39:28;Sell;0.04;GBPUSD;1.30749;1.31211;1.30730;2022.04.08 01:20:08;1.30738;-0.28;-0.15;0.44;
2022.04.07 23:39:28;Sell;0.16;GBPUSD;1.30748;1.31348;1.30732;2022.04.08 01:20:08;1.30739;-1.12;-0.61;1.44;[tp]
2022.04.08 00:20:20;Buy Limit;0.04;EURCHF;1.01552;1.00496;1.01821;2022.04.08 01:20:00;1.01633;;;;expiration
2022.04.07 23:00:46;Sell;0.04;GBPAUD;1.74832;1.75281;1.74765;2022.04.08 01:16:25;1.74765;-0.28;-0.18;2.00;[tp]
2022.04.08 00:16:18;Buy Limit;0.04;EURCHF;1.01542;1.00483;1.01811;2022.04.08 01:16:00;1.01629;;;;expiration
2022.04.08 00:10:44;Buy Limit;0.04;EURCHF;1.01538;1.00479;1.01807;2022.04.08 01:10:00;1.01632;;;;expiration
2022.04.08 00:07:37;Buy Limit;0.04;GBPCHF;1.22012;1.20757;1.22330;2022.04.08 01:07:00;1.22120;;;;expiration
2022.04.08 00:07:35;Buy Limit;0.04;EURCHF;1.01535;1.00475;1.01804;2022.04.08 01:07:00;1.01630;;;;expiration
2022.04.07 23:00:14;Sell Limit;0.04;AUDJPY;92.774;93.124;92.731;2022.04.08 01:00:11;92.716;;;;cancelled
2022.04.07 23:00:13;Buy Limit;0.04;AUDJPY;92.689;92.339;92.732;2022.04.08 01:00:11;92.740;;;;cancelled
2022.04.07 23:00:13;Buy Limit;0.04;AUDUSD;0.74770;0.74420;0.74798;2022.04.08 01:00:11;0.74812;;;;cancelled
2022.04.07 23:00:13;Sell Limit;0.04;AUDUSD;0.74826;0.75176;0.74798;2022.04.08 01:00:10;0.74795;;;;cancelled
2022.04.07 23:00:11;Buy Limit;0.04;EURCAD;1.36737;1.36087;1.36868;2022.04.08 01:00:10;1.36979;;;;cancelled
2022.04.07 23:00:12;Sell Limit;0.04;EURCAD;1.37002;1.37652;1.36869;2022.04.08 01:00:09;1.36944;;;;cancelled
2022.04.07 23:00:10;Buy Limit;0.04;USDJPY;123.940;123.240;123.973;2022.04.08 01:00:09;123.964;;;;cancelled
2022.04.07 23:00:11;Sell Limit;0.04;USDJPY;124.005;124.705;123.972;2022.04.08 01:00:08;123.954;;;;cancelled
2022.04.07 23:00:09;Buy Limit;0.04;GBPAUD;1.74670;1.74220;1.74764;2022.04.08 01:00:08;1.74831;;;;cancelled
2022.04.07 23:00:08;Buy Limit;0.04;GBPCAD;1.64397;1.63747;1.64525;2022.04.08 01:00:07;1.64625;;;;cancelled
2022.04.07 23:00:08;Buy Limit;0.04;GBPCHF;1.21959;1.21409;1.22081;2022.04.08 01:00:07;1.22200;;;;cancelled
