Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.04.06 10:55:37;Sell;0.02;XAUUSD_MRG;1 926.00;1 930.00;1 916.00;2022.04.06 11:07:25;1 930.00;;;-8.00;[sl]
2022.04.05 16:36:48;Buy;0.02;XAUUSD_MRG;1 931.86;1 923.00;1 945.50;2022.04.05 17:59:24;1 922.62;;;-18.48;
2022.04.04 11:27:34;Buy;0.02;XAUUSD_MRG;1 927.94;1 928.00;1 942.00;2022.04.04 14:49:55;1 932.45;;;9.02;
2022.04.04 08:26:04;Sell;0.02;XAUUSD_MRG;1 923.00;;;2022.04.04 09:04:51;1 929.80;;;-13.60;
2022.03.24 13:10:25;Sell;0.01;XAUUSD_MRG;1 946.47;1 949.00;1 935.00;2022.03.24 13:39:54;1 949.34;;;-2.87;
2022.03.24 12:22:23;Sell;0.01;XAUUSD_MRG;1 945.00;1 949.00;1 935.00;2022.03.24 13:39:54;1 949.34;;;-4.34;
2022.03.24 10:08:28;Sell;0.01;XAUUSD_MRG;1 943.17;1 949.00;1 933.00;2022.03.24 11:24:12;1 939.57;;;3.60;
2022.03.24 10:12:02;Sell;0.01;XAUUSD_MRG;1 945.23;1 949.00;1 935.00;2022.03.24 11:24:06;1 939.59;;;5.64;
2022.03.24 08:29:43;Sell Limit;0.02;XAUUSD_MRG;1 945.00;1 950.00;1 935.00;2022.03.24 10:08:35;1 943.18;;;;cancelled
2022.03.23 14:11:59;Buy;0.01;XAUUSD_MRG;1 929.81;1 930.00;1 940.00;2022.03.23 16:17:07;1 930.00;;;0.19;[sl]
2022.03.22 19:26:56;Sell;0.01;XAUUSD_MRG;1 922.09;1 930.00;1 912.00;2022.03.23 11:22:26;1 927.62;;-0.05;-5.53;
2022.03.22 13:02:30;Sell;0.01;XAUUSD_MRG;1 928.08;1 928.00;1 900.00;2022.03.22 16:11:30;1 915.38;;;12.70;
2022.03.22 11:20:20;Sell;0.01;XAUUSD_MRG;1 924.35;;;2022.03.22 16:06:24;1 914.50;;;9.85;
2022.03.18 09:43:30;Sell;0.01;XAUUSD_MRG;1 934.28;1 944.00;1 888.00;2022.03.21 02:32:21;1 924.04;;-0.05;10.24;
2022.03.14 15:58:09;Buy;0.01;XAUUSD_MRG;1 958.22;1 935.00;;2022.03.15 07:01:26;1 935.00;;-0.11;-23.22;[sl]
2022.03.11 14:51:52;Buy Limit;0.01;XAUUSD_MRG;1 950.00;1 920.00;;2022.03.14 15:58:41;1 958.20;;;;cancelled
2022.03.10 12:28:39;Buy Limit;0.01;XAUUSD_MRG;1 986.00;;;2022.03.10 15:51:18;1 995.74;;;;cancelled
2022.03.04 18:14:25;Sell;0.01;XAUUSD_MRG;1 961.66;;;2022.03.09 16:27:56;1 992.88;;-0.17;-31.22;
2022.03.07 16:03:55;Sell;0.01;XAUUSD_MRG;1 976.81;;1 976.00;2022.03.09 16:27:50;1 992.63;;-0.12;-15.82;
2022.03.09 14:43:04;Sell;0.01;XAUUSD_MRG;2 020.16;;;2022.03.09 16:09:25;1 980.00;;;40.16;
2022.03.09 12:40:09;Sell;0.01;XAUUSD_MRG;2 016.00;;;2022.03.09 13:45:50;2 015.88;;;0.12;
2022.03.08 09:51:04;Buy;0.02;XAUUSD_MRG;2 015.90;;2 070.49;2022.03.09 12:24:07;2 017.29;;-0.23;2.78;
2022.03.08 17:46:02;Sell Limit;0.01;XAUUSD_MRG;2 070.00;;;2022.03.08 17:46:52;2 064.09;;;;cancelled
2022.03.08 15:03:18;Buy;0.01;XAUUSD_MRG;2 005.77;;;2022.03.08 16:45:54;2 027.58;;;21.81;
2022.03.08 12:42:38;Buy;0.01;XAUUSD_MRG;2 008.31;2 008.35;2 035.00;2022.03.08 14:59:30;2 008.35;;;0.04;[sl]
2022.03.08 12:01:38;Buy;0.01;XAUUSD_MRG;2 006.54;;;2022.03.08 12:29:47;2 003.64;;;-2.90;
2022.03.08 08:39:41;Buy Limit;0.03;XAUUSD_MRG;1 998.00;;;2022.03.08 09:51:17;2 016.48;;;;cancelled
2022.03.07 10:43:49;Sell;0.01;XAUUSD_MRG;1 997.97;;;2022.03.07 15:47:44;1 971.33;;;26.64;
2022.03.07 08:12:31;Sell;0.01;XAUUSD_MRG;1 978.86;;1 970.00;2022.03.07 15:32:32;1 970.00;;;8.86;[tp]
2022.03.07 03:54:19;Sell;0.01;XAUUSD_MRG;1 998.13;;;2022.03.07 03:57:22;1 998.90;;;-0.77;
2022.03.04 15:34:01;Sell;0.01;XAUUSD_MRG;1 945.20;1 955.00;;2022.03.04 15:38:52;1 944.20;;;1.00;
2022.03.04 15:22:42;Sell Limit;0.01;XAUUSD_MRG;1 970.00;1 985.00;1 890.00;2022.03.04 15:32:36;1 943.42;;;;
2022.03.04 15:16:44;Sell Limit;0.01;XAUUSD_MRG;1 955.00;1 985.00;1 890.00;2022.03.04 15:29:43;1 943.54;;;;cancelled
2022.03.04 15:14:16;Sell Limit;0.02;XAUUSD_MRG;1 955.00;1 985.00;1 890.00;2022.03.04 15:16:23;1 943.01;;;;cancelled
2022.03.03 02:34:33;Sell;0.01;XAUUSD_MRG;1 929.14;;;2022.03.04 02:45:32;1 950.77;;-0.05;-21.63;
