Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.04.01 23:29:20;Sell;0.01;GBPAUD;1.74949;1.76089;1.73849;2022.04.04 03:45:08;1.74921;;-0.05;0.21;
2022.04.01 21:58:55;Buy;0.01;EURGBP;0.84255;0.83365;0.85555;2022.04.01 23:13:04;0.84257;;;0.03;
2022.03.31 22:09:53;Sell;0.01;GBPCHF;1.21272;1.22052;1.19872;2022.04.01 05:38:33;1.21437;;-0.10;-1.79;
2022.03.30 01:41:12;Buy;0.01;GBPAUD;1.74195;1.73055;1.75295;2022.03.30 03:03:39;1.74323;;;0.96;
2022.03.29 22:12:04;Buy;0.01;EURGBP;0.84675;0.83785;0.85975;2022.03.29 23:47:28;0.84677;;;0.02;
2022.03.28 23:58:49;Buy;0.01;GBPCHF;1.22424;1.21644;1.23824;2022.03.29 01:48:28;1.22447;;;0.25;
2022.03.25 22:54:04;Buy;0.01;GBPCHF;1.22701;1.21921;1.24101;2022.03.28 02:05:02;1.22669;;;-0.34;
2022.03.28 00:02:15;Sell;0.01;GBPAUD;1.75563;1.76703;1.74463;2022.03.28 01:10:02;1.75426;;;1.03;
2022.03.24 00:56:45;Sell;0.01;GBPAUD;1.76259;1.77399;1.75159;2022.03.24 01:36:33;1.76129;;;0.98;
2022.03.23 17:59:41;Balance;;IN;;;;;;;;150.00;
