Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.04.06 18:39:18;Buy Limit;0.03;EURGBP;0.83020;0.82800;0.83600;2022.04.08 10:46:26;0.83294;;;;cancelled
2022.04.06 18:38:38;Buy;0.03;EURGBP;0.83424;0.82800;0.83600;2022.04.08 10:46:24;0.83283;;-0.80;-5.51;
2022.04.07 17:45:00;Buy Limit;0.04;AUDCAD;0.93900;0.93300;0.94900;2022.04.07 21:45:03;0.94129;;;;cancelled
2022.04.07 14:29:34;Buy Limit;0.04;AUDUSD;0.73820;0.73600;0.75600;2022.04.07 18:03:15;0.74774;;;;cancelled
2022.04.07 14:28:43;Buy Limit;0.03;AUDUSD;0.74450;0.73600;0.75600;2022.04.07 18:03:11;0.74768;;;;cancelled
2022.04.07 14:15:58;Buy Limit;0.03;GBPUSD;1.30400;1.29700;1.31600;2022.04.07 17:59:20;1.30653;;;;cancelled
2022.04.07 13:10:43;Buy Limit;0.03;EURUSD;1.08800;1.07900;1.10400;2022.04.07 17:50:50;1.09090;;;;cancelled
2022.04.06 21:09:24;Buy;0.04;AUDCAD;0.94156;0.93300;0.96900;2022.04.07 17:37:42;0.94124;;-0.32;-1.01;
2022.04.07 10:31:39;Buy;0.05;AUDCAD;0.93900;0.93300;0.96900;2022.04.07 17:37:41;0.94125;;;8.95;
2022.04.06 21:17:16;Buy;0.03;EURUSD;1.08800;1.07900;1.09650;2022.04.07 13:10:07;1.08961;;-0.31;4.83;
2022.04.06 19:03:23;Sell Limit;0.02;XAUUSD;1 942.00;1 965.00;1 895.00;2022.04.07 12:55:01;1 928.55;;;;cancelled
2022.04.06 20:32:15;Sell Limit;0.04;GBPAUD;1.75050;1.75300;1.72200;2022.04.06 21:55:08;1.74028;;;;cancelled
2022.04.06 20:31:51;Sell Limit;0.03;GBPAUD;1.74550;1.75300;1.72200;2022.04.06 21:55:06;1.74020;;;;cancelled
2022.04.05 14:06:39;Buy Limit;0.04;AUDCHF;0.69300;0.69100;0.71100;2022.04.06 21:46:13;0.70074;;;;cancelled
2022.04.06 19:02:54;Sell Limit;0.03;XAUUSD;1 955.00;1 965.00;1 895.00;2022.04.06 21:42:16;1 919.05;;;;cancelled
2022.04.06 19:17:49;Sell;0.02;XAUUSD;1 925.38;1 965.00;1 895.00;2022.04.06 21:33:17;1 923.71;;;3.34;
2022.04.06 18:29:57;Buy Limit;0.04;NZDUSD;0.67500;0.67200;0.70200;2022.04.06 21:21:06;0.69041;;;;cancelled
2022.04.06 10:58:46;Buy Limit;0.03;NZDUSD;0.68120;0.67200;0.70200;2022.04.06 21:21:02;0.69044;;;;cancelled
2022.04.06 10:57:15;Buy Limit;0.03;NZDUSD;0.68500;0.67200;0.70200;2022.04.06 21:21:00;0.69045;;;;cancelled
2022.04.06 21:17:44;Buy Limit;0.05;GBPUSD;1.30050;1.29700;1.31500;2022.04.06 21:19:51;1.30521;;;;cancelled
2022.04.06 18:10:55;Buy Limit;0.03;GBPUSD;1.30300;1.29700;1.31500;2022.04.06 21:19:47;1.30528;;;;cancelled
2022.04.06 21:14:38;Buy Limit;0.10;GBPUSD;1.30030;1.29700;1.31500;2022.04.06 21:17:16;1.30503;;;;cancelled
2022.04.04 11:50:16;Buy Limit;0.05;GBPUSD;1.30020;1.29700;1.31600;2022.04.06 21:14:10;1.30633;;;;cancelled
2022.04.06 21:05:58;Buy Limit;0.04;AUDUSD;0.74500;0.73900;0.76500;2022.04.06 21:12:08;0.75079;;;;cancelled
2022.04.06 21:03:55;Buy Limit;0.03;AUDUSD;0.74100;0.73900;0.76500;2022.04.06 21:12:06;0.75081;;;;cancelled
2022.04.06 21:05:12;Buy Limit;0.03;AUDUSD;0.74900;0.73900;0.76500;2022.04.06 21:12:03;0.75099;;;;cancelled
2022.04.06 20:43:55;Buy Limit;0.05;EURUSD;1.08800;1.08600;1.10400;2022.04.06 21:07:22;1.08956;;;;cancelled
2022.04.05 09:50:45;Buy Limit;0.04;AUDUSD;0.74100;0.73900;0.76300;2022.04.06 21:03:23;0.75552;;;;cancelled
2022.04.06 20:27:47;Buy Limit;0.04;AUDUSD;0.74450;0.73900;0.76300;2022.04.06 21:03:21;0.75567;;;;cancelled
2022.04.05 21:42:48;Buy;0.05;EURUSD;1.09050;1.08600;1.09650;2022.04.06 20:43:40;1.09059;;-0.17;0.45;
2022.04.05 13:32:22;Sell Limit;0.03;GBPAUD;1.75050;1.75300;1.72200;2022.04.06 20:29:16;1.73770;;;;cancelled
2022.04.05 13:31:15;Sell Limit;0.03;GBPAUD;1.74550;1.75300;1.72200;2022.04.06 20:29:13;1.73772;;;;cancelled
2022.04.05 09:50:24;Buy Limit;0.04;AUDUSD;0.75150;0.74500;0.76300;2022.04.06 20:22:57;0.75253;;;;cancelled
2022.04.05 14:06:14;Buy Limit;0.04;AUDCHF;0.70000;0.69100;0.71100;2022.04.06 19:37:56;0.70317;;;;cancelled
2022.04.06 10:44:39;Sell Limit;0.02;XAUUSD;1 943.00;1 948.00;1 895.00;2022.04.06 19:02:38;1 927.59;;;;cancelled
2022.04.06 12:05:05;Sell;0.02;XAUUSD;1 928.04;1 948.00;1 895.00;2022.04.06 19:01:26;1 928.02;;;0.04;
2022.04.05 15:58:33;Buy Limit;0.04;AUDJPY;91.650;91.300;95.800;2022.04.06 18:44:08;93.264;;;;cancelled
2022.04.05 15:57:28;Buy Limit;0.03;AUDJPY;92.350;91.300;95.800;2022.04.06 18:44:06;93.264;;;;cancelled
2022.04.06 09:08:33;Buy;0.03;GBPUSD;1.30549;1.29700;1.31600;2022.04.06 18:10:36;1.30839;;;8.70;
2022.04.06 09:57:38;Sell Limit;0.02;XAGUSD;24.650;25.040;23.850;2022.04.06 17:38:14;24.424;;;;cancelled
2022.04.06 11:12:53;Sell Limit;0.10;GBPCHF;1.22250;;1.21700;2022.04.06 17:24:40;1.22097;;;;cancelled
2022.04.04 19:54:21;Buy Limit;0.05;GBPCHF;1.21150;1.20800;1.22250;2022.04.06 11:15:13;1.22102;;;;cancelled
2022.04.06 09:58:02;Sell Limit;0.02;XAGUSD;24.900;25.040;23.850;2022.04.06 10:00:35;24.330;;;;cancelled
2022.04.05 10:15:21;Buy Limit;0.05;NZDUSD;0.69050;0.68700;0.70900;2022.04.05 18:04:31;0.69835;;;;cancelled
2022.04.05 10:09:30;Buy Limit;0.03;NZDUSD;0.69500;0.68700;0.70900;2022.04.05 18:04:25;0.69826;;;;cancelled
2022.04.04 22:58:26;Buy Limit;0.03;EURGBP;0.83020;0.82800;0.84200;2022.04.05 17:54:37;0.83331;;;;cancelled
2022.04.05 17:41:28;Buy Limit;0.03;EURGBP;0.83200;0.82800;0.84200;2022.04.05 17:54:34;0.83329;;;;cancelled
2022.04.05 16:49:21;Buy;0.03;EURGBP;0.83350;0.82800;0.84200;2022.04.05 17:41:12;0.83369;;;0.74;
2022.04.04 10:43:15;Sell Limit;0.05;USDCHF;0.93330;0.93900;0.91800;2022.04.05 17:21:13;0.92699;;;;cancelled
2022.04.05 10:09:00;Buy;0.03;NZDUSD;0.69989;0.68700;0.70900;2022.04.05 14:23:19;0.69986;;;-0.09;
2022.04.05 09:49:37;Buy;0.03;AUDUSD;0.76142;0.74700;0.77200;2022.04.05 14:22:06;0.76312;;;5.10;
2022.04.04 11:50:59;Buy Limit;0.03;GBPUSD;1.30400;1.29700;1.31800;2022.04.05 13:13:50;1.31344;;;;cancelled
